source:/home/wmlinux/dir1/get_homologues-x86_64-20210828/MTB_vs_FH_15112022_homologues/sample_intersection	Agrobacterium_tumefaciens_C58_full.gb	_Azospirillum_brasilense_Sp7_full.gbk	_Blastochloris_viridis_DSM133.gb	_Magnetospirillu_15-1.gb	_Magnetospirillum.gbk	_Magnetospirillum_gryphiswaldense_NZ_CP027526.gb	_Mesorhizobium_japonicum_MAFF303099_full.gbk	_Rhodobacter_capsulatus_SB1003_full.gbk	_Rhodobacter_sphaeroides_2.4.1_full.gbk	_Rhodoblastus_acidophilus_DSM137.gb	_Rhodomicrobium_vannielii_ATCC.gbk	_Rhodoplanes_elegans_DSM11907.gb	_Rhodopseudomonas_pseudopalustris_DSM123.gb	_Rhodospirillum_rubrum_ATCC11170_full.gbk	_Rhodovastum_atsumiense.gbk	_Rhodovastum_atsumiense_G2-11.gbk	_Rubrivivax_gelatinosus_DSM1709.gb	
20225_hypothetical_protein.faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
20226_Hemerythrin-like_pro...faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
20227_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20228_hypothetical_protein.faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
20230_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20231_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20232_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
20235_Methyl-accepting_che...faa	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	
20236_PAS-PAC_domain.faa	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
20237_CheY-like_receiver.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20238_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
20239_Uncharacterized_low-...faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
20240_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20241_hypothetical_protein.faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
20242_hypothetical_protein.faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
20244_FraH_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20245_Trypsin-like_serine_...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20249_hypothetical_protein.faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
20251_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20252_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20256_Cell_division_GTPase.faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
20257_Permease_of_the_majo...faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
20258_hypothetical_protein.faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
20259_Methyl-accepting_che...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20260_hypothetical_protein.faa	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	1	0	
20261_hypothetical_protein.faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	
20262_Serine-threonine_pro...faa	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	
20263_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20266_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20267_hypothetical_protein.faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
20268_Cell_wall_protein_TI...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20270_Serine-threonine_pro...faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
20271_HEAT_repeat.faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
20272_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20276_Transposase_and_inac...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20277_ATP-dependent_Zn_pro...faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	
20278_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20279_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
20280_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20285_CheY-like_receiver.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20288_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20289_Response_regulator.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20292_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20293_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20296_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20302_Nodulation_protein_n...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20305_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20307_NTP_pyrophosphohydro...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20314_Predicted_kinase.faa	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	
20316_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20321_Glycosyltransferase.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20322_Glycosyltransferase.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20323_Glycosyltransferase.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20324_Glycosyltransferase.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20325_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20330_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20331_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20334_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	
20336_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20338_Histone_H1.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20343_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20344_Protein-tyrosine-pho...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20345_Predicted_signal_tra...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20350_Sensor_protein_fixL.faa	0	0	0	0	1	2	0	0	0	1	0	0	0	1	0	0	0	
20361_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20369_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20370_hypothetical_protein.faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
20374_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	
20375_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	
20377_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20380_Autotransporter_adhe...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20385_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20386_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20395_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20396_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20404_Bacterial_nucleoid_D...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20414_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20425_Membrane_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20434_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20440_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20444_Tetrahydromethanopte...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20445_Permease_of_the_majo...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20462_cAMP-binding_protein...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20464_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20509_Large_exoprotein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
20510_Mucin_4.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20514_Predicted_flavin-nuc...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20515_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20517_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20518_RTX_toxins_and_relat...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20528_Lysophospholipase.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20536_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20539_Methyl-accepting_che...faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	
20544_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20570_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20575_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20578_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20586_Response_regulator.faa	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	
20591_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20601_Acyl-CoA_synthetase_...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20619_Hemerythrin-like_pro...faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
20628_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20634_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20635_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20647_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20651_Signal_transduction_...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20662_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20664_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20665_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20666_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20667_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20674_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20677_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	
20682_Predicted_xylanase-c...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20683_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20684_Lipid_A_core_-_O-ant...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20685_Glycosyltransferase.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20688_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20692_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20695_hypothetical_protein.faa	0	0	0	0	1	1	1	0	1	0	0	0	0	2	0	0	0	
20696_Flavonol_3-sulfotran...faa	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	
20697_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	
20699_Microcystin-dependen...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20702_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20703_Asparagine_synthase.faa	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	
20704_hypothetical_protein.faa	0	0	0	0	1	1	1	0	1	0	0	0	0	3	0	0	0	
20705_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20706_ABC-type_multidrug_t...faa	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	
20712_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20722_Uncharacterized_cons...faa	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	
20723_hypothetical_protein.faa	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	
20727_Adenine_deaminase.faa	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	
20730_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20731_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20733_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20734_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20739_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20741_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20742_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20743_Predicted_transcript...faa	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
20744_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20745_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20746_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20747_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20748_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20749_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20750_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20751_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20752_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20753_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20754_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20755_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20756_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	
20757_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20758_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20759_DNA_primase.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20760_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	
20761_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20762_Bacteriophage_tail_a...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20763_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20764_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20765_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20766_Phage-related_lysozy...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20767_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20779_Methyl-accepting_che...faa	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	
20782_Periplasmic_protein_...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20783_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20789_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20795_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20798_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20800_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20811_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20861_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20866_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20867_Predicted_transcript...faa	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	
20868_ADP-ribosylglycohydr...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20869_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20870_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20873_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20874_hypothetical_protein.faa	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
20875_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20896_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20929_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
20931_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20932_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20933_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20936_Ankyrin_repeat.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20937_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
20939_Flagellar_motor_comp...faa	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	
20941_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
20942_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
20943_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20944_hypothetical_protein.faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
20945_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20946_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20947_Uncharacterized_prot...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20950_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20951_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20953_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20956_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20957_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20960_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20961_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20964_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20968_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20969_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20970_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20972_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20974_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20975_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20976_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20977_Predicted_transcript...faa	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	
20978_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20979_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20982_Phage-related_minor_...faa	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
20983_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20984_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20985_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20986_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20987_Predicted_transcript...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20988_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	
20990_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20991_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20992_Site-specific_DNA_me...faa	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
20993_Mu-like_prophage_pro...faa	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	
20994_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20995_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20997_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20998_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
20999_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21000_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21001_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21002_Mu-like_prophage_Flu...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21003_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21004_Mu-like_prophage_Flu...faa	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	
21005_Mu-like_prophage_Flu...faa	0	0	0	0	1	0	0	1	0	0	0	3	1	0	0	0	0	
21006_Mu-like_prophage_Flu...faa	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	
21008_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	
21010_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21011_Mu-like_prophage_pro...faa	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	
21012_hypothetical_protein.faa	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	
21013_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21014_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21015_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	
21016_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21017_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21023_PRY3_protein.faa	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
21024_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21026_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21027_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21030_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21035_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21037_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21065_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	
21067_Signal_transduction_...faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	
21077_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21078_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21087_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21102_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21103_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21119_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21120_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21121_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21122_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21123_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21124_hypothetical_protein.faa	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
21125_Phage_tail_sheath_pr...faa	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	
